20220308 19:55:00,19.0,0
20220308 20:55:00,18.2,0
20220308 21:55:00,18.1,0
20220308 22:55:00,18.2,0
20220308 23:55:00,18.3,0
20220309 00:55:00,17.4,0
20220309 01:55:00,17.4,0
20220309 02:55:00,17.3,0
20220309 03:55:00,17.2,0
20220309 04:55:00,17.2,0
20220309 05:55:00,17.2,0
20220309 06:55:00,17.1,0
20220309 07:55:00,17.1,0
20220309 08:55:00,16.1,0
20220309 09:55:00,16.1,0
20220309 10:55:00,16.1,0
20220309 11:55:00,16.3,0
20220309 12:55:00,16.4,0
20220309 13:55:00,,
20220309 14:55:00,16.8,0
20220309 15:55:00,16.9,0
20220309 16:55:00,16.9,0
20220309 17:55:00,17.0,0
20220309 18:55:00,17.0,0
20220309 19:55:00,17.4,0
20220309 20:55:00,17.6,0
20220309 21:55:00,17.7,
20220309 22:55:00,17.8,0
20220309 23:55:00,17.8,0
20220310 00:55:00,17.9,0
20220310 01:55:00,17.9,0
20220310 02:55:00,17.9,0
20220310 03:55:00,17.9,0
20220310 04:55:00,17.9,0
20220310 05:55:00,17.9,0
20220310 06:55:00,17.9,0
20220310 07:55:00,17.9,0
20220310 08:55:00,,
20220310 09:55:00,,
20220311 08:55:00,18.1,0
20220311 09:55:00,17.6,0
20220311 10:55:00,20.2,1
20220311 11:55:00,,
20220311 12:55:00,,
20220311 14:55:00,23.6,0
20220311 15:55:00,38.0,1
20220311 16:55:00,38,1
20220311 17:55:00,38,0
20220311 18:55:00,38,0
20220311 19:55:00,38,0
20220311 20:55:00,38,0
20220311 21:55:00,38,
20220311 22:55:00,38,0
20220311 23:55:00,38,0
20220312 00:55:00,38.24,0
20220312 01:55:00,38.41,0
20220312 02:55:00,38.3,0
20220312 03:55:00,38.35,0
20220312 04:55:00,38.0,0
20220312 05:55:00,38.0,0
20220312 06:55:00,38.0,0
20220312 07:55:00,38,1
20220312 08:55:00,38,2
20220312 09:55:00,38,3
20220312 10:55:00,38,0
20220312 11:55:00,38.13,1
20220312 12:55:00,38.52,0
20220312 13:55:00,38.63,0
20220312 14:55:00,38.52,0
20220312 15:55:00,38.47,3
20220312 16:55:00,38.52,1
20220312 17:55:00,38.41,1
20220312 18:55:00,38.13,0
20220312 19:55:00,38.13,0
20220312 20:55:00,38.19,0
20220312 21:55:00,38.19,
20220312 22:55:00,38.19,0
20220312 23:55:00,38.13,0
20220313 00:55:00,38.41,0
20220313 01:55:00,38.52,0
20220313 02:55:00,38.41,0
20220313 03:55:00,38.47,0
20220313 04:55:00,38.3,0
20220313 05:55:00,38.3,0
20220313 06:55:00,38.41,0
20220313 07:55:00,38.13,1
20220313 08:55:00,38,2
20220313 09:55:00,38.24,3
20220313 10:55:00,38.19,0
20220313 11:55:00,38.13,1
20220313 12:55:00,38.41,0
20220313 13:55:00,38.52,0
20220313 14:55:00,38.47,0
20220313 15:55:00,38.41,2
20220313 16:55:00,38.35,1
20220313 17:55:00,38.47,0
20220313 18:55:00,38.35,3
20220313 19:55:00,38.24,0
20220313 20:55:00,38,0
20220313 21:55:00,38,
20220313 22:55:00,38,0
20220313 23:55:00,38,0
20220314 00:55:00,38,0
20220314 01:55:00,38,0
20220314 02:55:00,38.3,0
20220314 03:55:00,38.3,0
20220314 04:55:00,38.3,0
20220314 05:55:00,38.35,0
20220314 06:55:00,38.0,0
20220314 07:55:00,38,1
20220314 08:55:00,38,1
20220314 09:55:00,38,2
20220314 10:55:00,38,3
20220314 11:55:00,38,0
20220314 12:55:00,38,0
20220314 13:55:00,38.13,0
20220314 14:55:00,38.24,1
20220314 15:55:00,38.3,2
20220314 16:55:00,38.24,1
20220314 17:55:00,38,1
20220314 18:55:00,38.19,3
20220314 19:55:00,38.19,0
20220314 20:55:00,38,0
20220314 21:55:00,38.41,
20220314 22:55:00,38.52,0
20220314 23:55:00,38.52,0
20220315 00:55:00,38.58,0
20220315 01:55:00,38.35,0
20220315 02:55:00,38.35,0
20220315 03:55:00,38.0,0
20220315 04:55:00,38,0
20220315 05:55:00,38,0
20220315 06:55:00,38,0
20220315 07:55:00,38,0
20220315 08:55:00,38,1
20220315 09:55:00,38,3
20220315 10:55:00,38,1
20220315 11:55:00,38,1
20220315 12:55:00,38.13,0
20220315 13:55:00,38.47,0
20220315 14:55:00,38.3,1
20220315 15:55:00,38.13,3
20220315 16:55:00,38.47,1
20220315 17:55:00,38.58,1
20220315 18:55:00,38.24,1
20220315 19:55:00,38,0
20220315 20:55:00,38,0
20220315 21:55:00,38,
20220315 22:55:00,38,0
20220315 23:55:00,38,0
20220316 00:55:00,38,0
